COUNTY_ID,COUNTY,TOWN_ID,TOWN,DAY_WORK(7:00~13:00),DAY_WORK(13:00~19:00),DAY_WORK,DAY_WEEKEND(7:00~13:00),DAY_WEEKEND(13:00~19:00),DAY_WEEKEND,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,平日上午活動人數,平日下午活動人數,平日日間活動人數,假日上午活動人數,假日下午活動人數,假日日間活動人數,資料時間
10013,屏東縣,10013170,新園鄉,23963,24300,23992,28551,28610,28716,109Y11M
10013,屏東縣,10013180,崁頂鄉,7452,7560,7547,8476,8622,8503,109Y11M
10013,屏東縣,10013190,林邊鄉,7982,8018,7861,9593,9625,9492,109Y11M
10013,屏東縣,10013200,南州鄉,6925,6799,6865,8224,8193,8166,109Y11M
10013,屏東縣,10013210,佳冬鄉,12466,12296,12379,13638,13747,13587,109Y11M
10013,屏東縣,10013220,琉球鄉,7554,7629,7597,9511,9786,9310,109Y11M
10013,屏東縣,10013230,車城鄉,6407,6432,6328,7605,8628,7504,109Y11M
10013,屏東縣,10013240,滿州鄉,4098,4094,4212,4813,4792,4914,109Y11M
10013,屏東縣,10013250,枋山鄉,4432,4422,4391,4409,4529,4313,109Y11M
10013,屏東縣,10013260,三地門鄉,4114,4083,4114,5455,5581,5403,109Y11M
10013,屏東縣,10013270,霧臺鄉,645,633,635,957,982,941,109Y11M
10013,屏東縣,10013280,瑪家鄉,2243,2322,2322,3468,3308,3248,109Y11M
10013,屏東縣,10013290,泰武鄉,1989,2040,2009,2957,3099,3001,109Y11M
10013,屏東縣,10013300,來義鄉,3201,3270,3225,3819,3811,3780,109Y11M
10013,屏東縣,10013310,春日鄉,2278,2323,2278,2976,2871,2923,109Y11M
10013,屏東縣,10013320,獅子鄉,3255,3111,3155,4052,3852,3829,109Y11M
10013,屏東縣,10013330,牡丹鄉,3324,3291,3380,3320,3353,3371,109Y11M
10014,臺東縣,10014010,臺東市,110684,110409,110320,111807,110415,110758,109Y11M
10014,臺東縣,10014020,成功鎮,8215,8297,8212,8845,8891,8784,109Y11M
10014,臺東縣,10014030,關山鎮,6993,6947,6983,6967,6908,6898,109Y11M
10014,臺東縣,10014040,卑南鄉,15281,15297,15273,16688,16601,16346,109Y11M
10014,臺東縣,10014050,鹿野鄉,5572,5683,5580,6232,6293,6197,109Y11M
10014,臺東縣,10014060,池上鄉,6454,6502,6398,7299,7364,7183,109Y11M
10014,臺東縣,10014070,東河鄉,5897,5843,5887,6405,6478,6353,109Y11M
10014,臺東縣,10014080,長濱鄉,4036,4053,4041,4276,4311,4293,109Y11M
10014,臺東縣,10014090,太麻里鄉,8501,8372,8397,9367,9388,9220,109Y11M
10014,臺東縣,10014100,大武鄉,3169,3139,3163,3350,3308,3297,109Y11M
10014,臺東縣,10014110,綠島鄉,4233,4288,4277,3802,3937,3882,109Y11M
10014,臺東縣,10014120,海端鄉,1942,1954,1958,2349,2336,2318,109Y11M
10014,臺東縣,10014130,延平鄉,1958,1961,1979,2311,2089,2132,109Y11M
10014,臺東縣,10014140,金峰鄉,1475,1491,1468,1895,1868,1895,109Y11M
10014,臺東縣,10014150,達仁鄉,1993,2067,2035,2285,2249,2268,109Y11M
10014,臺東縣,10014160,蘭嶼鄉,3791,3762,4033,3411,3345,3511,109Y11M
10015,花蓮縣,10015010,花蓮市,122253,122652,122074,116485,117211,115574,109Y11M
10015,花蓮縣,10015020,鳳林鎮,8676,8502,8498,8976,9025,8824,109Y11M
10015,花蓮縣,10015030,玉里鎮,18680,18568,18640,18480,18500,18387,109Y11M
10015,花蓮縣,10015040,新城鄉,24747,24550,24630,24531,24169,24346,109Y11M
10015,花蓮縣,10015050,吉安鄉,71777,71470,71447,82503,81715,82289,109Y11M
10015,花蓮縣,10015060,壽豐鄉,26568,26690,26606,28306,28639,28145,109Y11M
10015,花蓮縣,10015070,光復鄉,8410,8527,8461,9140,9153,9064,109Y11M
10015,花蓮縣,10015080,豐濱鄉,2977,2982,2961,3241,3277,3207,109Y11M
10015,花蓮縣,10015090,瑞穗鄉,8941,9100,8945,10048,10150,9987,109Y11M
10015,花蓮縣,10015100,富里鄉,6232,6264,6215,6734,6859,6725,109Y11M
10015,花蓮縣,10015110,秀林鄉,14885,15090,14843,18171,17691,17156,109Y11M
10015,花蓮縣,10015120,萬榮鄉,1549,1548,1551,1909,1898,1846,109Y11M
10015,花蓮縣,10015130,卓溪鄉,2546,2619,2541,3049,3049,3016,109Y11M
10016,澎湖縣,10016010,馬公市,48927,49392,49128,49251,49791,49250,109Y11M
10016,澎湖縣,10016020,湖西鄉,9359,9429,9623,9592,9624,9741,109Y11M
10016,澎湖縣,10016030,白沙鄉,3491,3596,3595,3897,3885,3893,109Y11M
10016,澎湖縣,10016040,西嶼鄉,3005,3068,3053,3223,3235,3185,109Y11M
10016,澎湖縣,10016050,望安鄉,1740,1752,1769,1185,1180,1196,109Y11M
10016,澎湖縣,10016060,七美鄉,1723,1843,1980,1656,1709,1778,109Y11M
10017,基隆市,10017010,中正區,52005,51290,51669,54369,54843,54207,109Y11M
10017,基隆市,10017020,七堵區,48233,46926,47464,53746,51809,53290,109Y11M
10017,基隆市,10017030,暖暖區,25534,24654,24994,34087,32500,33690,109Y11M
10017,基隆市,10017040,仁愛區,31974,34879,33091,35108,38330,35980,109Y11M
10017,基隆市,10017050,中山區,34193,32750,33381,40179,39004,39854,109Y11M
10017,基隆市,10017060,安樂區,62445,59225,60714,78478,74001,77373,109Y11M
10017,基隆市,10017070,信義區,43518,41668,42422,52536,50379,51870,109Y11M
10018,新竹市,10018010,東區,369928,377445,374143,310079,329342,316100,109Y11M
10018,新竹市,10018020,北區,120704,118922,119171,146393,143872,145621,109Y11M
10018,新竹市,10018030,香山區,79836,78815,79102,87262,84676,86431,109Y11M
10020,嘉義市,10020010,東區,124303,122848,123976,116698,113382,115092,109Y11M
10020,嘉義市,10020020,西區,132013,134448,133084,138856,138053,138793,109Y11M
9020,金門縣,9020010,金城鎮,29458,29494,29406,28731,29131,28718,109Y11M
9020,金門縣,9020020,金沙鎮,11472,11415,11515,12591,12311,12438,109Y11M
9020,金門縣,9020030,金湖鎮,26831,26914,26901,25941,25899,25786,109Y11M
9020,金門縣,9020040,金寧鄉,25413,25512,25424,26771,26735,26762,109Y11M
9020,金門縣,9020050,烈嶼鄉,3221,3206,3231,3227,3284,3279,109Y11M
9020,金門縣,9020060,烏坵鄉,0,0,0,0,0,0,109Y11M
9007,連江縣,9007010,南竿鄉,6853,6839,6834,6784,6945,6825,109Y11M
9007,連江縣,9007020,北竿鄉,1700,1722,1718,1769,1796,1746,109Y11M
9007,連江縣,9007030,莒光鄉,1038,1069,1052,990,1062,1032,109Y11M
9007,連江縣,9007040,東引鄉,2151,2216,2158,2166,2254,2220,109Y11M
